99999 1 2
7648 15295 7648 1
82738 34524 82738 1
11422 22843 11422 1
99055 1890 99055 1
25978 51955 25978 1
35334 70667 35334 1
24514 49027 24514 1
13200 26399 13200 1
12401 24801 12401 1
35160 70319 35160 1
52885 94230 52885 1
37909 75817 37909 1
62994 74012 62994 1
73756 52488 73756 1
4454 8907 4454 1
29122 58243 29122 1
57548 84904 57548 1
49384 98767 49384 1
65811 68378 65811 1
79750 40500 79750 1
38072 76143 38072 1
37989 75977 37989 1
49213 98425 49213 1
21344 42687 21344 1
35144 70287 35144 1
12746 25491 12746 1
99716 568 99716 1
4515 9029 4515 1
6789 13577 6789 1
71725 56550 71725 1
71321 57358 71321 1
30807 61613 30807 1
88429 23142 88429 1
73954 52092 73954 1
21764 43527 21764 1
53010 93980 53010 1
7343 14685 7343 1
23778 47555 23778 1
26398 52795 26398 1
65301 69398 65301 1
8308 16615 8308 1
7691 15381 7691 1
84130 31740 84130 1
54126 91748 54126 1
88774 22452 88774 1
80292 39416 80292 1
7708 15415 7708 1
52389 95222 52389 1
24233 48465 24233 1
80378 39244 80378 1
17439 34877 17439 1
46058 92115 46058 1
68804 62392 68804 1
40359 80717 40359 1
36554 73107 36554 1
45777 91553 45777 1
43168 86335 43168 1
18083 36165 18083 1
70429 59142 70429 1
46198 92395 46198 1
59852 80296 59852 1
39304 78607 39304 1
43808 87615 43808 1
81213 37574 81213 1
66084 67832 66084 1
59140 81720 59140 1
91091 17818 91091 1
47802 95603 47802 1
59560 80880 59560 1
10321 20641 10321 1
25464 50927 25464 1
14110 28219 14110 1
75427 49146 75427 1
23003 46005 23003 1
45165 90329 45165 1
98256 3488 98256 1
11786 23571 11786 1
55598 88804 55598 1
3644 7287 3644 1
2151 4301 2151 1
58105 83790 58105 1
16957 33913 16957 1
55580 88840 55580 1
54002 91996 54002 1
50851 98298 50851 1
99904 192 99904 1
35393 70785 35393 1
88832 22336 88832 1
57394 85212 57394 1
95612 8776 95612 1
63006 73988 63006 1
34112 68223 34112 1
29825 59649 29825 1
4856 9711 4856 1
77569 44862 77569 1
45925 91849 45925 1
81422 37156 81422 1
90024 19952 90024 1
38822 77643 38822 1
31861 63721 31861 1
60416 79168 60416 1
59953 80094 59953 1
32878 65755 32878 1
68765 62470 68765 1
25626 51251 25626 1
47536 95071 47536 1
88419 23162 88419 1
5501 11001 5501 1
78976 42048 78976 1
48595 97189 48595 1
69851 60298 69851 1
85720 28560 85720 1
49500 98999 49500 1
57241 85518 57241 1
69950 60100 69950 1
23445 46889 23445 1
45910 91819 45910 1
607 1213 607 1
80770 38460 80770 1
85433 29134 85433 1
29127 58253 29127 1
24206 48411 24206 1
9918 19835 9918 1
38710 77419 38710 1
84737 30526 84737 1
24652 49303 24652 1
16765 33529 16765 1
93806 12388 93806 1
63889 72222 63889 1
24232 48463 24232 1
55299 89402 55299 1
94500 11000 94500 1
69961 60078 69961 1
43067 86133 43067 1
8990 17979 8990 1
38535 77069 38535 1
36164 72327 36164 1
94447 11106 94447 1
67223 65554 67223 1
90250 19500 90250 1
92122 15756 92122 1
65610 68780 65610 1
37810 75619 37810 1
46560 93119 46560 1
92225 15550 92225 1
58652 82696 58652 1
12178 24355 12178 1
81620 36760 81620 1
65735 68530 65735 1
40671 81341 40671 1
48794 97587 48794 1
58274 83452 58274 1
58296 83408 58296 1
25485 50969 25485 1
56004 87992 56004 1
68834 62332 68834 1
40647 81293 40647 1
37714 75427 37714 1
9280 18559 9280 1
72587 54826 72587 1
55592 88816 55592 1
76038 47924 76038 1
83033 33934 83033 1
8285 16569 8285 1
43907 87813 43907 1
92940 14120 92940 1
11186 22371 11186 1
94479 11042 94479 1
98729 2542 98729 1
70053 59894 70053 1
31522 63043 31522 1
19163 38325 19163 1
39330 78659 39330 1
3232 6463 3232 1
52460 95080 52460 1
64189 71622 64189 1
86987 26026 86987 1
87364 25272 87364 1
35808 71615 35808 1
77607 44786 77607 1
68046 63908 68046 1
46091 92181 46091 1
2852 5703 2852 1
16926 33851 16926 1
59354 81292 59354 1
34560 69119 34560 1
69715 60570 69715 1
79513 40974 79513 1
2654 5307 2654 1
81445 37110 81445 1
48800 97599 48800 1
5346 10691 5346 1
13114 26227 13114 1
21623 43245 21623 1
29749 59497 29749 1
45151 90301 45151 1
92400 15200 92400 1
13096 26191 13096 1
25625 51249 25625 1
5131 10261 5131 1
45489 90977 45489 1
4420 8839 4420 1
13939 27877 13939 1
68626 62748 68626 1
42412 84823 42412 1
27885 55769 27885 1
98398 3204 98398 1
72362 55276 72362 1
33952 67903 33952 1
4138 8275 4138 1
85012 29976 85012 1
4510 9019 4510 1
14867 29733 14867 1
39486 78971 39486 1
75419 49162 75419 1
66894 66212 66894 1
44640 89279 44640 1
65690 68620 65690 1
31376 62751 31376 1
82238 35524 82238 1
39473 78945 39473 1
24600 49199 24600 1
43615 87229 43615 1
46177 92353 46177 1
78440 43120 78440 1
51621 96758 51621 1
52417 95166 52417 1
24289 48577 24289 1
9378 18755 9378 1
73839 52322 73839 1
35639 71277 35639 1
91362 17276 91362 1
54856 90288 54856 1
13710 27419 13710 1
99755 490 99755 1
28333 56665 28333 1
83381 33238 83381 1
66624 66752 66624 1
67355 65290 67355 1
31848 63695 31848 1
52319 95362 52319 1
32157 64313 32157 1
41377 82753 41377 1
8531 17061 8531 1
44643 89285 44643 1
90260 19480 90260 1
86640 26720 86640 1
34919 69837 34919 1
12152 24303 12152 1
91187 17626 91187 1
86619 26762 86619 1
54447 91106 54447 1
64654 70692 64654 1
20432 40863 20432 1
6020 12039 6020 1
19465 38929 19465 1
50992 98016 50992 1
73992 52016 73992 1
7931 15861 7931 1
96565 6870 96565 1
22669 45337 22669 1
78763 42474 78763 1
66365 67270 66365 1
5753 11505 5753 1
43397 86793 43397 1
219 437 219 1
73377 53246 73377 1
10950 21899 10950 1
5402 10803 5402 1
64896 70208 64896 1
84573 30854 84573 1
6015 12029 6015 1
30669 61337 30669 1
74199 51602 74199 1
35585 71169 35585 1
65141 69718 65141 1
27761 55521 27761 1
47798 95595 47798 1
22568 45135 22568 1
69061 61878 69061 1
94140 11720 94140 1
20780 41559 20780 1
88937 22126 88937 1
51151 97698 51151 1
76419 47162 76419 1
90790 18420 90790 1
3641 7281 3641 1
84106 31788 84106 1
24513 49025 24513 1
19311 38621 19311 1
80306 39388 80306 1
4619 9237 4619 1
74103 51794 74103 1
2276 4551 2276 1
83001 33998 83001 1
65179 69642 65179 1
72183 55634 72183 1
96146 7708 96146 1
70229 59542 70229 1
42444 84887 42444 1
27359 54717 27359 1
16995 33989 16995 1
74254 51492 74254 1
10755 21509 10755 1
17983 35965 17983 1
41163 82325 41163 1
57395 85210 57395 1
9381 18761 9381 1
6859 13717 6859 1
36223 72445 36223 1
61715 76570 61715 1
3827 7653 3827 1
59569 80862 59569 1
29142 58283 29142 1
30287 60573 30287 1
96546 6908 96546 1
31160 62319 31160 1
24341 48681 24341 1
93216 13568 93216 1
60450 79100 60450 1
68419 63162 68419 1
3016 6031 3016 1
94528 10944 94528 1
51934 96132 51934 1
71208 57584 71208 1
32678 65355 32678 1
93795 12410 93795 1
50753 98494 50753 1
48540 97079 48540 1
38623 77245 38623 1
76779 46442 76779 1
99354 1292 99354 1
54196 91608 54196 1
44920 89839 44920 1
84617 30766 84617 1
96684 6632 96684 1
64415 71170 64415 1
68915 62170 68915 1
97493 5014 97493 1
13017 26033 13017 1
83379 33242 83379 1
55558 88884 55558 1
30865 61729 30865 1
65018 69964 65018 1
73123 53754 73123 1
80978 38044 80978 1
84178 31644 84178 1
90669 18662 90669 1
52107 95786 52107 1
350 699 350 1
44290 88579 44290 1
3420 6839 3420 1
99281 1438 99281 1
48383 96765 48383 1
43897 87793 43897 1
13111 26221 13111 1
27317 54633 27317 1
63151 73698 63151 1
84084 31832 84084 1
97947 4106 97947 1
80445 39110 80445 1
53558 92884 53558 1
82680 34640 82680 1
25136 50271 25136 1
36194 72387 36194 1
24567 49133 24567 1
40857 81713 40857 1
57974 84052 57974 1
98001 3998 98001 1
4627 9253 4627 1
27742 55483 27742 1
29747 59493 29747 1
91635 16730 91635 1
49472 98943 49472 1
75190 49620 75190 1
56000 88000 56000 1
5960 11919 5960 1
15069 30137 15069 1
6091 12181 6091 1
88976 22048 88976 1
43585 87169 43585 1
76965 46070 76965 1
95426 9148 95426 1
1572 3143 1572 1
70810 58380 70810 1
17838 35675 17838 1
36889 73777 36889 1
82481 35038 82481 1
86432 27136 86432 1
71199 57602 71199 1
73520 52960 73520 1
64155 71690 64155 1
5882 11763 5882 1
76281 47438 76281 1
25672 51343 25672 1
2379 4757 2379 1
37474 74947 37474 1
53594 92812 53594 1
90464 19072 90464 1
19133 38265 19133 1
74160 51680 74160 1
79590 40820 79590 1
22171 44341 22171 1
94639 10722 94639 1
32702 65403 32702 1
67341 65318 67341 1
8461 16921 8461 1
58673 82654 58673 1
22350 44699 22350 1
58638 82724 58638 1
91894 16212 91894 1
49271 98541 49271 1
76090 47820 76090 1
55588 88824 55588 1
91649 16702 91649 1
30574 61147 30574 1
13502 27003 13502 1
24931 49861 24931 1
77426 45148 77426 1
39890 79779 39890 1
21403 42805 21403 1
5345 10689 5345 1
84732 30536 84732 1
6620 13239 6620 1
22379 44757 22379 1
49900 99799 49900 1
56317 87366 56317 1
66107 67786 66107 1
71966 56068 71966 1
39556 79111 39556 1
67905 64190 67905 1
3021 6041 3021 1
65084 69832 65084 1
70757 58486 70757 1
81478 37044 81478 1
4945 9889 4945 1
66844 66312 66844 1
87848 24304 87848 1
89468 21064 89468 1
93907 12186 93907 1
66970 66060 66970 1
85706 28588 85706 1
84763 30474 84763 1
52228 95544 52228 1
4011 8021 4011 1
15087 30173 15087 1
39455 78909 39455 1
56228 87544 56228 1
86375 27250 86375 1
69725 60550 69725 1
76684 46632 76684 1
42037 84073 42037 1
31808 63615 31808 1
8251 16501 8251 1
43414 86827 43414 1
14921 29841 14921 1
68096 63808 68096 1
66429 67142 66429 1
84330 31340 84330 1
23496 46991 23496 1
94708 10584 94708 1
64232 71536 64232 1
62124 75752 62124 1
91080 17840 91080 1
72463 55074 72463 1
1810 3619 1810 1
55627 88746 55627 1
4226 8451 4226 1
17648 35295 17648 1
77649 44702 77649 1
89316 21368 89316 1
75260 49480 75260 1
57236 85528 57236 1
6393 12785 6393 1
50971 98058 50971 1
94331 11338 94331 1
27688 55375 27688 1
57535 84930 57535 1
73232 53536 73232 1
80385 39230 80385 1
83489 33022 83489 1
98723 2554 98723 1
44820 89639 44820 1
33880 67759 33880 1
60511 78978 60511 1
84082 31836 84082 1
35304 70607 35304 1
76915 46170 76915 1
52183 95634 52183 1
58515 82970 58515 1
570 1139 570 1
96346 7308 96346 1
45314 90627 45314 1
91501 16998 91501 1
51282 97436 51282 1
35571 71141 35571 1
72291 55418 72291 1
68639 62722 68639 1
66803 66394 66803 1
93581 12838 93581 1
40409 80817 40409 1
18502 37003 18502 1
97717 4566 97717 1
91972 16056 91972 1
56018 87964 56018 1
42573 85145 42573 1
74258 51484 74258 1
83669 32662 83669 1
99118 1764 99118 1
77865 44270 77865 1
38575 77149 38575 1
71407 57186 71407 1
87174 25652 87174 1
43396 86791 43396 1
40049 80097 40049 1
65240 69520 65240 1
90203 19594 90203 1
35797 71593 35797 1
81174 37652 81174 1
93399 13202 93399 1
23631 47261 23631 1
57852 84296 57852 1
95315 9370 95315 1
69592 60816 69592 1
90254 19492 90254 1
86006 27988 86006 1
20460 40919 20460 1
10499 20997 10499 1
50669 98662 50669 1
83667 32666 83667 1
14653 29305 14653 1
63184 73632 63184 1
6018 12035 6018 1
69119 61762 69119 1
58740 82520 58740 1
17171 34341 17171 1
22109 44217 22109 1
77373 45254 77373 1
24190 48379 24190 1
45423 90845 45423 1
76213 47574 76213 1
78585 42830 78585 1
51122 97756 51122 1
46550 93099 46550 1
94527 10946 94527 1
44848 89695 44848 1
66165 67670 66165 1
66130 67740 66130 1
53501 92998 53501 1
62464 75072 62464 1
27864 55727 27864 1
56898 86204 56898 1
49850 99699 49850 1
74877 50246 74877 1
72627 54746 72627 1
61913 76174 61913 1
71240 57520 71240 1
42170 84339 42170 1
27624 55247 27624 1
17714 35427 17714 1
13021 26041 13021 1
66196 67608 66196 1
66887 66226 66887 1
77347 45306 77347 1
12624 25247 12624 1
12373 24745 12373 1
22309 44617 22309 1
55665 88670 55665 1
25705 51409 25705 1
91165 17670 91165 1
2960 5919 2960 1
31732 63463 31732 1
35429 70857 35429 1
46008 92015 46008 1
80610 38780 80610 1
47551 95101 47551 1
71215 57570 71215 1
93383 13234 93383 1
25178 50355 25178 1
51433 97134 51433 1
68658 62684 68658 1
80377 39246 80377 1
80260 39480 80260 1
67215 65570 67215 1
52542 94916 52542 1
2055 4109 2055 1
17510 35019 17510 1
93852 12296 93852 1
98964 2072 98964 1
58312 83376 58312 1
96158 7684 96158 1
49934 99867 49934 1
53136 93728 53136 1
99982 36 99982 1
96481 7038 96481 1
84150 31700 84150 1
60913 78174 60913 1
51134 97732 51134 1
14711 29421 14711 1
36764 73527 36764 1
27671 55341 27671 1
43969 87937 43969 1
5334 10667 5334 1
22208 44415 22208 1
5348 10695 5348 1
71210 57580 71210 1
89152 21696 89152 1
54066 91868 54066 1
87168 25664 87168 1
39393 78785 39393 1
12254 24507 12254 1
34016 68031 34016 1
15622 31243 15622 1
53018 93964 53018 1
61708 76584 61708 1
24188 48375 24188 1
50711 98578 50711 1
25245 50489 25245 1
63329 73342 63329 1
30678 61355 30678 1
37758 75515 37758 1
46536 93071 46536 1
68218 63564 68218 1
66626 66748 66626 1
49006 98011 49006 1
78649 42702 78649 1
75228 49544 75228 1
70327 59346 70327 1
11622 23243 11622 1
76837 46326 76837 1
79500 41000 79500 1
9902 19803 9902 1
32178 64355 32178 1
55368 89264 55368 1
30960 61919 30960 1
29998 59995 29998 1
98309 3382 98309 1
84975 30050 84975 1
73531 52938 73531 1
87498 25004 87498 1
3980 7959 3980 1
22622 45243 22622 1
4169 8337 4169 1
79451 41098 79451 1
83636 32728 83636 1
24128 48255 24128 1
71288 57424 71288 1
58629 82742 58629 1
30318 60635 30318 1
90575 18850 90575 1
28307 56613 28307 1
10491 20981 10491 1
48717 97433 48717 1
71405 57190 71405 1
54064 91872 54064 1
98129 3742 98129 1
44918 89835 44918 1
11930 23859 11930 1
43403 86805 43403 1
48133 96265 48133 1
65140 69720 65140 1
54380 91240 54380 1
99199 1602 99199 1
15565 31129 15565 1
96511 6978 96511 1
57633 84734 57633 1
28009 56017 28009 1
84779 30442 84779 1
98126 3748 98126 1
80784 38432 80784 1
39207 78413 39207 1
51178 97644 51178 1
62567 74866 62567 1
57435 85130 57435 1
93199 13602 93199 1
69824 60352 69824 1
18526 37051 18526 1
61167 77666 61167 1
24005 48009 24005 1
87731 24538 87731 1
27687 55373 27687 1
80447 39106 80447 1
34482 68963 34482 1
17293 34585 17293 1
5051 10101 5051 1
1302 2603 1302 1
27101 54201 27101 1
54897 90206 54897 1
64210 71580 64210 1
44550 89099 44550 1
91052 17896 91052 1
59177 81646 59177 1
43889 87777 43889 1
43552 87103 43552 1
29851 59701 29851 1
65819 68362 65819 1
90850 18300 90850 1
37619 75237 37619 1
84936 30128 84936 1
87964 24072 87964 1
34012 68023 34012 1
14750 29499 14750 1
51394 97212 51394 1
2856 5711 2856 1
59361 81278 59361 1
38511 77021 38511 1
7293 14585 7293 1
97220 5560 97220 1
664 1327 664 1
84364 31272 84364 1
67410 65180 67410 1
6597 13193 6597 1
70941 58118 70941 1
74698 50604 74698 1
6028 12055 6028 1
90434 19132 90434 1
93263 13474 93263 1
34479 68957 34479 1
28557 57113 28557 1
95659 8682 95659 1
26940 53879 26940 1
54595 90810 54595 1
78851 42298 78851 1
51356 97288 51356 1
55178 89644 55178 1
23109 46217 23109 1
50110 99780 50110 1
79077 41846 79077 1
69756 60488 69756 1
51618 96764 51618 1
89151 21698 89151 1
90370 19260 90370 1
88785 22430 88785 1
60112 79776 60112 1
19528 39055 19528 1
17552 35103 17552 1
53617 92766 53617 1
12680 25359 12680 1
12104 24207 12104 1
63075 73850 63075 1
68038 63924 68038 1
44995 89989 44995 1
74120 51760 74120 1
35287 70573 35287 1
92994 14012 92994 1
7792 15583 7792 1
12708 25415 12708 1
29085 58169 29085 1
50871 98258 50871 1
67676 64648 67676 1
57740 84520 57740 1
84684 30632 84684 1
48774 97547 48774 1
62440 75120 62440 1
31951 63901 31951 1
312 623 312 1
85489 29022 85489 1
35546 71091 35546 1
38215 76429 38215 1
62243 75514 62243 1
96689 6622 96689 1
75166 49668 75166 1
94345 11310 94345 1
95365 9270 95365 1
35856 71711 35856 1
22352 44703 22352 1
51081 97838 51081 1
32563 65125 32563 1
31901 63801 31901 1
70741 58518 70741 1
79368 41264 79368 1
43318 86635 43318 1
91027 17946 91027 1
57774 84452 57774 1
77496 45008 77496 1
41012 82023 41012 1
58883 82234 58883 1
78967 42066 78967 1
76027 47946 76027 1
58321 83358 58321 1
70030 59940 70030 1
41677 83353 41677 1
40703 81405 40703 1
71236 57528 71236 1
49516 99031 49516 1
93029 13942 93029 1
74818 50364 74818 1
31644 63287 31644 1
87713 24574 87713 1
6268 12535 6268 1
97134 5732 97134 1
41183 82365 41183 1
39252 78503 39252 1
9410 18819 9410 1
58574 82852 58574 1
76610 46780 76610 1
33900 67799 33900 1
31829 63657 31829 1
24139 48277 24139 1
51475 97050 51475 1
11715 23429 11715 1
50051 99898 50051 1
94012 11976 94012 1
98423 3154 98423 1
73883 52234 73883 1
3308 6615 3308 1
2336 4671 2336 1
46059 92117 46059 1
12665 25329 12665 1
98490 3020 98490 1
23367 46733 23367 1
21154 42307 21154 1
79829 40342 79829 1
40679 81357 40679 1
57893 84214 57893 1
56577 86846 56577 1
36526 73051 36526 1
60883 78234 60883 1
37388 74775 37388 1
34991 69981 34991 1
90719 18562 90719 1
86533 26934 86533 1
38764 77527 38764 1
24191 48381 24191 1
72323 55354 72323 1
92649 14702 92649 1
1064 2127 1064 1
68596 62808 68596 1
44492 88983 44492 1
73193 53614 73193 1
92601 14798 92601 1
83996 32008 83996 1
23925 47849 23925 1
96632 6736 96632 1
52748 94504 52748 1
10332 20663 10332 1
19394 38787 19394 1
79206 41588 79206 1
18627 37253 18627 1
31510 63019 31510 1
75168 49664 75168 1
44395 88789 44395 1
40538 81075 40538 1
86451 27098 86451 1
53196 93608 53196 1
48444 96887 48444 1
37297 74593 37297 1
36257 72513 36257 1
39489 78977 39489 1
28762 57523 28762 1
81895 36210 81895 1
51073 97854 51073 1
21434 42867 21434 1
2965 5929 2965 1
43151 86301 43151 1
78932 42136 78932 1
65208 69584 65208 1
82044 35912 82044 1
86311 27378 86311 1
53945 92110 53945 1
64418 71164 64418 1
97673 4654 97673 1
22126 44251 22126 1
63202 73596 63202 1
6382 12763 6382 1
96243 7514 96243 1
16044 32087 16044 1
73845 52310 73845 1
10485 20969 10485 1
32996 65991 32996 1
53579 92842 53579 1
41545 83089 41545 1
3557 7113 3557 1
170 339 170 1
55154 89692 55154 1
63208 73584 63208 1
28541 57081 28541 1
25693 51385 25693 1
27657 55313 27657 1
86615 26770 86615 1
32658 65315 32658 1
74086 51828 74086 1
64580 70840 64580 1
90018 19964 90018 1
867 1733 867 1
88250 23500 88250 1
66049 67902 66049 1
67645 64710 67645 1
46065 92129 46065 1
9857 19713 9857 1
78368 43264 78368 1
70284 59432 70284 1
5122 10243 5122 1
19138 38275 19138 1
61049 77902 61049 1
76830 46340 76830 1
98943 2114 98943 1
17522 35043 17522 1
86050 27900 86050 1
1515 3029 1515 1
87902 24196 87902 1
42168 84335 42168 1
57429 85142 57429 1
55910 88180 55910 1
66101 67798 66101 1
71202 57596 71202 1
82185 35630 82185 1
95301 9398 95301 1
27309 54617 27309 1
84055 31890 84055 1
76210 47580 76210 1
41398 82795 41398 1
40079 80157 40079 1
72096 55808 72096 1
33474 66947 33474 1
59639 80722 59639 1
38733 77465 38733 1
91735 16530 91735 1
54594 90812 54594 1
97459 5082 97459 1
38051 76101 38051 1
15931 31861 15931 1
59528 80944 59528 1
39247 78493 39247 1
90356 19288 90356 1
86510 26980 86510 1
10018 20035 10018 1
15367 30733 15367 1
29459 58917 29459 1
32418 64835 32418 1
51450 97100 51450 1
72900 54200 72900 1
97618 4764 97618 1
57106 85788 57106 1
63747 72506 63747 1
89690 20620 89690 1
8511 17021 8511 1
44906 89811 44906 1
47018 94035 47018 1
91063 17874 91063 1
93617 12766 93617 1
51897 96206 51897 1
218 435 218 1
73258 53484 73258 1
16245 32489 16245 1
8870 17739 8870 1
84256 31488 84256 1
63835 72330 63835 1
40008 80015 40008 1
47651 95301 47651 1
32639 65277 32639 1
20132 40263 20132 1
57882 84236 57882 1
85582 28836 85582 1
19195 38389 19195 1
20821 41641 20821 1
73554 52892 73554 1
46821 93641 46821 1
97247 5506 97247 1
16493 32985 16493 1
14116 28231 14116 1
96703 6594 96703 1
28099 56197 28099 1
14778 29555 14778 1
9653 19305 9653 1
1989 3977 1989 1
68241 63518 68241 1
1251 2501 1251 1
43529 87057 43529 1
7484 14967 7484 1
65581 68838 65581 1
47349 94697 47349 1
46818 93635 46818 1
76994 46012 76994 1
89754 20492 89754 1
98399 3202 98399 1
9006 18011 9006 1
5288 10575 5288 1
96361 7278 96361 1
71987 56026 71987 1
8640 17279 8640 1
98346 3308 98346 1
47889 95777 47889 1
92634 14732 92634 1
95706 8588 95706 1
5581 11161 5581 1
78830 42340 78830 1
92398 15204 92398 1
67241 65518 67241 1
63691 72618 63691 1
8713 17425 8713 1
28619 57237 28619 1
29990 59979 29990 1
55196 89608 55196 1
76824 46352 76824 1
34170 68339 34170 1
72227 55546 72227 1
92880 14240 92880 1
22676 45351 22676 1
5674 11347 5674 1
53573 92854 53573 1
88478 23044 88478 1
52691 94618 52691 1
78327 43346 78327 1
11799 23597 11799 1
2723 5445 2723 1
51935 96130 51935 1
1958 3915 1958 1
67033 65934 67033 1
75840 48320 75840 1
92450 15100 92450 1
22904 45807 22904 1
